更新时间: 2026-07-25 03:36:28（北京时间）仅供娱乐，切勿商用。

更新时间,#genre#
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=819b5eae254c65b65fd1456288e15a41&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260725032019&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=47.92.23.141&SecurityKey=20260725032019&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d2a58815848486f220b23ad97c9388b0&ddCalcu=0db2v8aa85z38a98c17598d4a83428b60f22&sv=10004&ct=android
CCTV2,http://182.61.15.163:80/631780532
CCTV2,http://116.236.204.18:1234/631780532
CCTV3,http://116.147.108.34:7788/624878271
CCTV3,http://182.61.15.163:80/624878271
CCTV3,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=bea5c7a976d821cf1838fafbf10db04b&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20260725032018&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=39.103.188.159&SecurityKey=20260725032018&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e41b38442924228172047bd15823d888&ddCalcu=8e84v81adba33a28845412d9b27442022871&sv=10004&ct=android
CCTV3,http://119.88.243.98:17231/624878271
CCTV3,http://182.127.153.79:1234/624878271
CCTV3,http://60.168.105.138:5008/624878271
CCTV3,http://116.236.204.18:1234/624878271
CCTV3,http://42.94.210.57:7788/624878271
CCTV3,http://27.12.12.189:1234/624878271
CCTV4,http://182.127.153.79:1234/631780421
CCTV4,http://116.147.108.34:7788/631780421
CCTV4,http://182.61.15.163:80/631780421
CCTV4,http://42.94.210.57:7788/631780421
CCTV4,http://116.236.204.18:1234/631780421
CCTV4,http://119.88.243.98:17231/631780421
CCTV4,http://60.168.105.138:5008/631780421
CCTV4,http://27.12.12.189:1234/631780421
CCTV4,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=bea5c7a976d821cf1838fafbf10db04b&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20260725032019&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=47.92.23.141&SecurityKey=20260725032019&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5bd3821639839f925383fafde6154e30&ddCalcu=053bveda43y58a1261e6d3f9a8f3398f3952&sv=10004&ct=android
CCTV4欧洲,http://119.88.243.98:17231/608807419
CCTV4欧洲,http://27.12.12.189:1234/608807419
CCTV4欧洲,http://182.127.153.79:1234/608807419
CCTV4欧洲,http://116.236.204.18:1234/608807419
CCTV4欧洲,http://60.168.105.138:5008/608807419
CCTV4欧洲,http://182.61.15.163:80/608807419
CCTV4欧洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?msisdn=2bc984a48bb0c1fbf4809baab1886e5c&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20260725032024&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=39.103.182.111&SecurityKey=20260725032024&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=928e53fd3f348a2e293213ee565db09c&ddCalcu=c992v08abeyd5a536f5de3ef3314283a922e&sv=10004&ct=android
CCTV4欧洲,http://42.94.210.57:7788/608807419
CCTV4欧洲,http://116.147.108.34:7788/608807419
CCTV4美洲,http://182.61.15.163:80/608807416
CCTV4美洲,http://42.94.210.57:7788/608807416
CCTV4美洲,http://116.147.108.34:7788/608807416
CCTV4美洲,http://27.12.12.189:1234/608807416
CCTV4美洲,http://119.88.243.98:17231/608807416
CCTV4美洲,http://60.168.105.138:5008/608807416
CCTV4美洲,http://182.127.153.79:1234/608807416
CCTV4美洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/51/index.m3u8?msisdn=6a70a1afb7c732dde61b3a8fb113fc0f&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20260725032024&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=47.92.23.141&SecurityKey=20260725032024&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=023e47bd9a3a594ae76873b26c2312f1&ddCalcu=10f2v23a1ey34a27cb6d29ba337a856974ea&sv=10004&ct=android
CCTV4美洲,http://116.236.204.18:1234/608807416
CCTV5,http://116.147.108.34:7788/641886683
CCTV5,http://116.236.204.18:1234/641886683
CCTV5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=cc0bd07695c673e953a42f8a12c04513&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20260725032018&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=39.103.182.111&SecurityKey=20260725032018&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c864675f4a03cb3de3fa041c5de65132&ddCalcu=2c38v16a54w66ae7d55fc41a4003acfb33ed&sv=10004&ct=android
CCTV5,http://182.127.153.79:1234/641886683
CCTV5,http://182.61.15.163:80/641886683
CCTV5,http://27.12.12.189:1234/641886683
CCTV5,http://119.88.243.98:17231/641886683
CCTV5,http://42.94.210.57:7788/641886683
CCTV5,http://60.168.105.138:5008/641886683
CCTV5+,http://42.94.210.57:7788/641886773
CCTV5+,http://182.127.153.79:1234/641886773
CCTV5+,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=78793ab1f15d3a904ca2ddea6a0b1eac&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260725032020&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=39.103.188.159&SecurityKey=20260725032020&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6199fcbb549d49bda2ff9a607dbe2fb0&ddCalcu=06b1vf9a29xefabcdb7b0564a99df4f92bad&sv=10004&ct=android
CCTV5+,http://116.147.108.34:7788/641886773
CCTV5+,http://60.168.105.138:5008/641886773
CCTV5+,http://27.12.12.189:1234/641886773
CCTV5+,http://116.236.204.18:1234/641886773
CCTV5+,http://119.88.243.98:17231/641886773
CCTV5+,http://182.61.15.163:80/641886773
CCTV6,http://42.94.210.57:7788/624878396
CCTV6,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=507ed255e2e44e8a43d522afb6ba29e0&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20260725032020&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=39.103.182.111&SecurityKey=20260725032020&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=38fbae4f12f35589db0e9d0ffc52ead4&ddCalcu=43d8vafaebb2aa5ec4fff102df93e505b8d9&sv=10004&ct=android
CCTV6,http://27.12.12.189:1234/624878396
CCTV6,http://182.61.15.163:80/624878396
CCTV6,http://119.88.243.98:17231/624878396
CCTV6,http://182.127.153.79:1234/624878396
CCTV6,http://116.147.108.34:7788/624878396
CCTV6,http://60.168.105.138:5008/624878396
CCTV6,http://116.236.204.18:1234/624878396
CCTV7,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=ffc4b2ccda8c946b538980056eb09d2f&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20260725032020&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=39.103.182.111&SecurityKey=20260725032020&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b4bd946085c6ad2b804f35ed9462e5c2&ddCalcu=2bc4v5baedd29a644690d8e55c36fa4d028b&sv=10004&ct=android
CCTV7,http://116.147.108.34:7788/673168121
CCTV7,http://27.12.12.189:1234/673168121
CCTV7,http://182.61.15.163:80/673168121
CCTV7,http://42.94.210.57:7788/673168121
CCTV7,http://116.236.204.18:1234/673168121
CCTV7,http://182.127.153.79:1234/673168121
CCTV7,http://119.88.243.98:17231/673168121
CCTV7,http://60.168.105.138:5008/673168121
CCTV8,http://182.61.15.163:80/624878356
CCTV8,http://116.236.204.18:1234/624878356
CCTV8,http://27.12.12.189:1234/624878356
CCTV8,http://42.94.210.57:7788/624878356
CCTV8,http://116.147.108.34:7788/624878356
CCTV8,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=ad345c19ed9c66d4c26e31f5b4a34cf6&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20260725032020&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=39.103.188.159&SecurityKey=20260725032020&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=692431a7e7525668402844c293603ae2&ddCalcu=26e9va2a34b03a613a972ec7454285260648&sv=10004&ct=android
CCTV8,http://119.88.243.98:17231/624878356
CCTV8,http://182.127.153.79:1234/624878356
CCTV8,http://60.168.105.138:5008/624878356
CCTV9,http://116.236.204.18:1234/673168140
CCTV9,http://27.12.12.189:1234/673168140
CCTV9,http://182.127.153.79:1234/673168140
CCTV9,http://116.147.108.34:7788/673168140
CCTV9,http://182.61.15.163:80/673168140
CCTV9,http://119.88.243.98:17231/673168140
CCTV9,http://42.94.210.57:7788/673168140
CCTV9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=252f130b7a553109b7e0e022429efaf9&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260725032020&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=39.103.182.111&SecurityKey=20260725032020&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=03c579d1621470b3d7152bf1d6e0b34f&ddCalcu=f043v3cab5d07ae96dd116f2b12457107bd3&sv=10004&ct=android
CCTV9,http://60.168.105.138:5008/673168140
CCTV10,http://116.147.108.34:7788/624878405
CCTV10,http://60.168.105.138:5008/624878405
CCTV10,http://27.12.12.189:1234/624878405
CCTV10,http://182.61.15.163:80/624878405
CCTV10,http://116.236.204.18:1234/624878405
CCTV10,http://42.94.210.57:7788/624878405
CCTV10,http://119.88.243.98:17231/624878405
CCTV10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=fdf56d88767a6ef4571e8bf0d0a2fbaf&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260725032022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=39.103.188.159&SecurityKey=20260725032022&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=51d8e26c7cf86e8f71d34b6818ec0aea&ddCalcu=a5e1vada08yceae2861c876cbf4836de187f&sv=10004&ct=android
CCTV10,http://182.127.153.79:1234/624878405
CCTV11,http://182.61.15.163:80/667987558
CCTV11,http://116.236.204.18:1234/667987558
CCTV11,http://182.127.153.79:1234/667987558
CCTV11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=e7e02d4533a92b6110cad9c4963887c8&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260725032022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=47.92.23.141&SecurityKey=20260725032022&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e3b75cfb4760b563737e9760eaf4eee5&ddCalcu=5ee3vebae7z45afcafeb04677690eb753673&sv=10004&ct=android
CCTV11,http://27.12.12.189:1234/667987558
CCTV11,http://42.94.210.57:7788/667987558
CCTV11,http://119.88.243.98:17231/667987558
CCTV11,http://60.168.105.138:5008/667987558
CCTV11,http://116.147.108.34:7788/667987558
CCTV12,http://182.61.15.163:80/673168185
CCTV12,http://60.168.105.138:5008/673168185
CCTV12,http://182.127.153.79:1234/673168185
CCTV12,http://42.94.210.57:7788/673168185
CCTV12,http://27.12.12.189:1234/673168185
CCTV12,http://116.147.108.34:7788/673168185
CCTV12,http://119.88.243.98:17231/673168185
CCTV12,http://116.236.204.18:1234/673168185
CCTV12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=2f2e3221fb26325679013fe394acdac9&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260725032022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=47.92.23.141&SecurityKey=20260725032022&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=954a95efb95a2ec0cd37c62ce51098d3&ddCalcu=39d5v84a9ad09a155eefcb2965ca723edcc0&sv=10004&ct=android
CCTV13,http://116.147.108.34:7788/608807423
CCTV13,http://182.127.153.79:1234/608807423
CCTV13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=64fb6a8a0c297bd1f098c1ae95f81c44&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260725032022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=39.103.182.111&SecurityKey=20260725032022&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=33d260d2acdca82c26d478ae7d3c6b90&ddCalcu=0393vbda62yc6a30dd72eaac8d7c4ad8622c&sv=10004&ct=android
CCTV13,http://60.168.105.138:5008/608807423
CCTV13,http://182.61.15.163:80/608807423
CCTV13,http://119.88.243.98:17231/608807423
CCTV13,http://116.236.204.18:1234/608807423
CCTV13,http://42.94.210.57:7788/608807423
CCTV13,http://27.12.12.189:1234/608807423
CCTV14,http://182.61.15.163:80/624878440
CCTV14,http://119.88.243.98:17231/624878440
CCTV14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=970f7e73e96c4cfdeeb588f624761ddd&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260725032022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=39.103.188.159&SecurityKey=20260725032022&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=554e15ff0ed4048ebe287bd9c3fe570d&ddCalcu=d505v74a5eye1af53fcf90debd748024e8be&sv=10004&ct=android
CCTV14,http://60.168.105.138:5008/624878440
CCTV14,http://27.12.12.189:1234/624878440
CCTV14,http://116.236.204.18:1234/624878440
CCTV14,http://42.94.210.57:7788/624878440
CCTV14,http://182.127.153.79:1234/624878440
CCTV14,http://116.147.108.34:7788/624878440
CCTV15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=5722630973933a9d150a023dacae088b&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260725032023&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=39.103.188.159&SecurityKey=20260725032023&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c11d1b8c862ac698e664d866c6af0c5a&ddCalcu=ac51vc1a0daf1aab68cc686682da4c6669e8&sv=10004&ct=android
CCTV15,http://182.61.15.163:80/673168223
CCTV15,http://42.94.210.57:7788/673168223
CCTV15,http://27.12.12.189:1234/673168223
CCTV15,http://116.236.204.18:1234/673168223
CCTV15,http://182.127.153.79:1234/673168223
CCTV15,http://60.168.105.138:5008/673168223
CCTV15,http://116.147.108.34:7788/673168223
CCTV15,http://119.88.243.98:17231/673168223
CCTV17,http://119.88.243.98:17231/673168256
CCTV17,http://42.94.210.57:7788/673168256
CCTV17,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=71e0b31b4cef2b64a1cebf454657c129&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260725032024&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=39.103.188.159&SecurityKey=20260725032024&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6d58594cf996563bc808fcc8b5ed7588&ddCalcu=868dv55a78ad5ae954bc8fc9c9f6850683cb&sv=10004&ct=android
CCTV17,http://116.236.204.18:1234/673168256
CCTV17,http://182.127.153.79:1234/673168256
CCTV17,http://27.12.12.189:1234/673168256
CCTV17,http://182.61.15.163:80/673168256
CCTV17,http://116.147.108.34:7788/673168256
CCTV17,http://60.168.105.138:5008/673168256
老故事,http://gslbmgsplive.miguvideo.com/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=dba4e6b22e9a1d277866c4cf0a6b4bbd&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20260725032026&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=39.103.182.111&SecurityKey=20260725032026&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=00ce8e890e28e2ecb33b8ee3af41a9ce&ddCalcu=e0c0v9caael18a4ef8a930eee288be323ebc&sv=10004&ct=android
老故事,http://116.147.108.34:7788/884121956
老故事,http://119.88.243.98:17231/884121956
老故事,http://182.61.15.163:80/884121956
老故事,http://42.94.210.57:7788/884121956
老故事,http://116.236.204.18:1234/884121956
老故事,http://60.168.105.138:5008/884121956
老故事,http://27.12.12.189:1234/884121956
老故事,http://182.127.153.79:1234/884121956
中学生,http://116.236.204.18:1234/708869532
中学生,http://116.147.108.34:7788/708869532
中学生,http://gslbmgsplive.miguvideo.com/migu/kailu/20210415/cctvzhongxuesheng/51/index.m3u8?msisdn=ad0678a465374650603c230ffcddff90&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20260725032027&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=39.103.182.111&SecurityKey=20260725032027&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=63587160db3d8238589ca3e635ff5ade&ddCalcu=e6d3va5a58zf7af156306deb33adc8928358&sv=10004&ct=android
中学生,http://60.168.105.138:5008/708869532
中学生,http://27.12.12.189:1234/708869532
中学生,http://119.88.243.98:17231/708869532
中学生,http://182.61.15.163:80/708869532
中学生,http://42.94.210.57:7788/708869532
中学生,http://182.127.153.79:1234/708869532
发现之旅,http://60.168.105.138:5008/624878970
发现之旅,http://182.127.153.79:1234/624878970
发现之旅,http://116.147.108.34:7788/624878970
发现之旅,http://116.236.204.18:1234/624878970
发现之旅,http://27.12.12.189:1234/624878970
发现之旅,http://42.94.210.57:7788/624878970
发现之旅,http://119.88.243.98:17231/624878970
发现之旅,http://gslbmgsplive.miguvideo.com/wd_r3/cnr/faxianzhilv/2000/index.m3u8?msisdn=6cfb3b152dd13d9571d6b13041f6c554&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260725032027&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=39.103.188.159&SecurityKey=20260725032027&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f98df69f28cf0afffd63914e807548ac&ddCalcu=cfa9v88a4dl5fa76098fe2481c9f306adfff&sv=10004&ct=android
发现之旅,http://182.61.15.163:80/624878970
卫视频道,#genre#
江苏卫视,http://182.61.15.163:80/623899368
江苏卫视,http://60.168.105.138:5008/623899368
江苏卫视,http://119.88.243.98:17231/623899368
江苏卫视,http://182.127.153.79:1234/623899368
江苏卫视,http://27.12.12.189:1234/623899368
江苏卫视,http://116.147.108.34:7788/623899368
江苏卫视,http://116.236.204.18:1234/623899368
江苏卫视,http://42.94.210.57:7788/623899368
东方卫视,http://42.94.210.57:7788/651632648
东方卫视,http://182.127.153.79:1234/651632648
东方卫视,http://gslbmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=ae480ab7203a987a83ab22cf5b44984a&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260725032029&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=39.103.182.111&SecurityKey=20260725032029&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1e4b6b9fd5bd0da5165a57681864aed0&ddCalcu=01deve4aabw46a6b891f8d657b5da05d6a15&sv=10004&ct=android
东方卫视,http://182.61.15.163:80/651632648
东方卫视,http://116.236.204.18:1234/651632648
东方卫视,http://116.147.108.34:7788/651632648
东方卫视,http://27.12.12.189:1234/651632648
东方卫视,http://60.168.105.138:5008/651632648
东方卫视,http://119.88.243.98:17231/651632648
北京卫视,http://42.94.210.57:7788/630287636
北京卫视,http://116.147.108.34:7788/630287636
北京卫视,http://182.127.153.79:1234/630287636
北京卫视,http://182.61.15.163:80/630287636
北京卫视,http://27.12.12.189:1234/630287636
北京卫视,http://119.88.243.98:17231/630287636
北京卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/bjws/51/20251127/index.m3u8?msisdn=99ca9b0674054bc61d88c9044b3556f7&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260725032029&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=39.103.182.111&SecurityKey=20260725032029&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c5a9a749432dc0c3f1d66cfb9c317372&ddCalcu=2c75v3aa79w1aa37c499b4f3c26d6cd01cf3&sv=10004&ct=android
北京卫视,http://116.236.204.18:1234/630287636
北京卫视,http://60.168.105.138:5008/630287636
广东卫视,http://119.88.243.98:17231/608831231
广东卫视,http://182.127.153.79:1234/608831231
广东卫视,http://182.61.15.163:80/608831231
广东卫视,http://27.12.12.189:1234/608831231
广东卫视,http://42.94.210.57:7788/608831231
